link_id,lanes,length,from_node_id,to_node_id,FT,AT,time_period,assignment_period,volume_per_lane,speed,date,volume,geometry,time_index
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,274,25.55555556,1/5/2016,822,LINESTRING ( -112.0846681 33.461934),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,173.3333333,9.888888889,1/5/2016,520,LINESTRING ( -112.0846681 33.461936),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,212.6666667,12,1/5/2016,638,LINESTRING ( -112.0846681 33.461938),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,199.6666667,10.22222222,1/5/2016,599,LINESTRING ( -112.0846681 33.461940),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,145.3333333,7,1/5/2016,436,LINESTRING ( -112.0846681 33.461942),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,176.6666667,6.555555556,1/5/2016,530,LINESTRING ( -112.0846681 33.461944),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,177.3333333,8.111111111,1/5/2016,532,LINESTRING ( -112.0846681 33.461946),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,132.6666667,8.222222222,1/5/2016,398,LINESTRING ( -112.0846681 33.461948),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,133.3333333,6.333333333,1/5/2016,400,LINESTRING ( -112.0846681 33.461950),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,138,6.555555556,1/5/2016,414,LINESTRING ( -112.0846681 33.461952),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,153,9,1/5/2016,459,LINESTRING ( -112.0846681 33.461954),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,294.6666667,62.33333333,1/6/2016,884,LINESTRING ( -112.0846681 33.462109),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,312,60.44444444,1/6/2016,936,LINESTRING ( -112.0846681 33.462111),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,318,60.88888889,1/6/2016,954,LINESTRING ( -112.0846681 33.462113),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,307.3333333,52.66666667,1/6/2016,922,LINESTRING ( -112.0846681 33.462115),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,305.6666667,46.33333333,1/6/2016,917,LINESTRING ( -112.0846681 33.462117),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,282,24.66666667,1/6/2016,846,LINESTRING ( -112.0846681 33.462119),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,315.3333333,46.88888889,1/6/2016,946,LINESTRING ( -112.0846681 33.462121),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,244.3333333,27.88888889,1/6/2016,733,LINESTRING ( -112.0846681 33.462123),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,301.6666667,30.77777778,1/6/2016,905,LINESTRING ( -112.0846681 33.462125),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,277.6666667,23.33333333,1/6/2016,833,LINESTRING ( -112.0846681 33.462127),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,237,19.33333333,1/6/2016,711,LINESTRING ( -112.0846681 33.462129),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,222.3333333,16.33333333,1/6/2016,667,LINESTRING ( -112.0846681 33.462131),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,207,11.44444444,1/6/2016,621,LINESTRING ( -112.0846681 33.462133),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,201.3333333,11.55555556,1/6/2016,604,LINESTRING ( -112.0846681 33.462135),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,185.3333333,12.33333333,1/6/2016,556,LINESTRING ( -112.0846681 33.462137),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,209,11.77777778,1/6/2016,627,LINESTRING ( -112.0846681 33.462139),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,262.6666667,58.44444444,1/7/2016,788,LINESTRING ( -112.0846681 33.462301),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,283,60.88888889,1/7/2016,849,LINESTRING ( -112.0846681 33.462303),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,295.6666667,59.66666667,1/7/2016,887,LINESTRING ( -112.0846681 33.462305),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,324.6666667,58.33333333,1/7/2016,974,LINESTRING ( -112.0846681 33.462307),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,302.3333333,52.55555556,1/7/2016,907,LINESTRING ( -112.0846681 33.462309),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,301.6666667,31.44444444,1/7/2016,905,LINESTRING ( -112.0846681 33.462311),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,251.6666667,18,1/7/2016,755,LINESTRING ( -112.0846681 33.462313),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,289.6666667,19.66666667,1/7/2016,869,LINESTRING ( -112.0846681 33.462315),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,212.6666667,8.666666667,1/7/2016,638,LINESTRING ( -112.0846681 33.462317),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,265,10.66666667,1/7/2016,795,LINESTRING ( -112.0846681 33.462319),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,233,9.111111111,1/7/2016,699,LINESTRING ( -112.0846681 33.462321),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,213.3333333,7,1/7/2016,640,LINESTRING ( -112.0846681 33.462323),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,237.6666667,9.777777778,1/7/2016,713,LINESTRING ( -112.0846681 33.462325),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,222.6666667,9.111111111,1/7/2016,668,LINESTRING ( -112.0846681 33.462327),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,202.6666667,7.111111111,1/7/2016,608,LINESTRING ( -112.0846681 33.462329),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,233,8.222222222,1/7/2016,699,LINESTRING ( -112.0846681 33.462331),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,281,61.44444444,1/8/2016,843,LINESTRING ( -112.0846681 33.462493),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,307.3333333,61.44444444,1/8/2016,922,LINESTRING ( -112.0846681 33.462495),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,328.3333333,60.88888889,1/8/2016,985,LINESTRING ( -112.0846681 33.462497),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,317,48.88888889,1/8/2016,951,LINESTRING ( -112.0846681 33.462499),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,342.3333333,36.55555556,1/8/2016,1027,LINESTRING ( -112.0846681 33.462501),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,283,28,1/8/2016,849,LINESTRING ( -112.0846681 33.462503),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,172.3333333,9.333333333,1/8/2016,517,LINESTRING ( -112.0846681 33.462505),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,203,11.22222222,1/8/2016,609,LINESTRING ( -112.0846681 33.462507),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,260,14.55555556,1/8/2016,780,LINESTRING ( -112.0846681 33.462509),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,233,14.33333333,1/8/2016,699,LINESTRING ( -112.0846681 33.462511),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,288,17.55555556,1/8/2016,864,LINESTRING ( -112.0846681 33.462513),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,262.6666667,15.33333333,1/8/2016,788,LINESTRING ( -112.0846681 33.462515),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,229.6666667,14,1/8/2016,689,LINESTRING ( -112.0846681 33.462517),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,219,16.33333333,1/8/2016,657,LINESTRING ( -112.0846681 33.462519),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,225.3333333,13.77777778,1/8/2016,676,LINESTRING ( -112.0846681 33.462521),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,217,15.77777778,1/8/2016,651,LINESTRING ( -112.0846681 33.462523),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,279.3333333,64.11111111,1/9/2016,838,LINESTRING ( -112.0846681 33.462685),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,283.3333333,64,1/9/2016,850,LINESTRING ( -112.0846681 33.462687),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,293.3333333,63.22222222,1/9/2016,880,LINESTRING ( -112.0846681 33.462689),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,296,62.55555556,1/9/2016,888,LINESTRING ( -112.0846681 33.462691),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,297,63.44444444,1/9/2016,891,LINESTRING ( -112.0846681 33.462693),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,295.3333333,63,1/9/2016,886,LINESTRING ( -112.0846681 33.462695),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,289.6666667,61,1/9/2016,869,LINESTRING ( -112.0846681 33.462697),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,299.3333333,62.77777778,1/9/2016,898,LINESTRING ( -112.0846681 33.462699),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,291.3333333,63.22222222,1/9/2016,874,LINESTRING ( -112.0846681 33.462701),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,288.6666667,61.22222222,1/9/2016,866,LINESTRING ( -112.0846681 33.462703),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,262,62,1/9/2016,786,LINESTRING ( -112.0846681 33.462705),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,272,62.11111111,1/9/2016,816,LINESTRING ( -112.0846681 33.462707),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,274.3333333,60.66666667,1/9/2016,823,LINESTRING ( -112.0846681 33.462709),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,259.6666667,61.22222222,1/9/2016,779,LINESTRING ( -112.0846681 33.462711),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,280.6666667,61,1/9/2016,842,LINESTRING ( -112.0846681 33.462713),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,293,60.22222222,1/9/2016,879,LINESTRING ( -112.0846681 33.462715),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,264.3333333,63.22222222,1/10/2016,793,LINESTRING ( -112.0846681 33.462877),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,274.6666667,63.11111111,1/10/2016,824,LINESTRING ( -112.0846681 33.462879),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,279.6666667,62.55555556,1/10/2016,839,LINESTRING ( -112.0846681 33.462881),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,278.6666667,62.66666667,1/10/2016,836,LINESTRING ( -112.0846681 33.462883),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,268.6666667,64.44444444,1/10/2016,806,LINESTRING ( -112.0846681 33.462885),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,256,63.55555556,1/10/2016,768,LINESTRING ( -112.0846681 33.462887),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,271.6666667,63.44444444,1/10/2016,815,LINESTRING ( -112.0846681 33.462889),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,265,62.22222222,1/10/2016,795,LINESTRING ( -112.0846681 33.462891),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,271.3333333,62.22222222,1/10/2016,814,LINESTRING ( -112.0846681 33.462893),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,264,62.88888889,1/10/2016,792,LINESTRING ( -112.0846681 33.462895),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,272.3333333,62.66666667,1/10/2016,817,LINESTRING ( -112.0846681 33.462897),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,269.6666667,62.77777778,1/10/2016,809,LINESTRING ( -112.0846681 33.462899),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,271.3333333,61.55555556,1/10/2016,814,LINESTRING ( -112.0846681 33.462901),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,263.3333333,61.77777778,1/10/2016,790,LINESTRING ( -112.0846681 33.462903),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,256.6666667,64,1/10/2016,770,LINESTRING ( -112.0846681 33.462905),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,261,63.55555556,1/10/2016,783,LINESTRING ( -112.0846681 33.462907),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,348.6666667,36.44444444,1/11/2016,1046,LINESTRING ( -112.0846681 33.463069),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,330.6666667,40,1/11/2016,992,LINESTRING ( -112.0846681 33.463071),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,297.6666667,34,1/11/2016,893,LINESTRING ( -112.0846681 33.463073),30
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,42,28,1/11/2016,126,LINESTRING ( -112.0846681 33.463075),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,245,24.77777778,1/11/2016,735,LINESTRING ( -112.0846681 33.463077),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,252,26.88888889,1/11/2016,756,LINESTRING ( -112.0846681 33.463079),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,318.6666667,26.33333333,1/11/2016,956,LINESTRING ( -112.0846681 33.463081),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,243.6666667,22.22222222,1/11/2016,731,LINESTRING ( -112.0846681 33.463083),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,199.6666667,13.22222222,1/11/2016,599,LINESTRING ( -112.0846681 33.463085),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,222.6666667,16.55555556,1/11/2016,668,LINESTRING ( -112.0846681 33.463087),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,181.3333333,11.33333333,1/11/2016,544,LINESTRING ( -112.0846681 33.463089),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,270,20.55555556,1/11/2016,810,LINESTRING ( -112.0846681 33.463091),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,211,11.11111111,1/11/2016,633,LINESTRING ( -112.0846681 33.463093),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,298.3333333,61.88888889,1/12/2016,895,LINESTRING ( -112.0846681 33.463255),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,310.3333333,60.55555556,1/12/2016,931,LINESTRING ( -112.0846681 33.463257),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,296.6666667,61,1/12/2016,890,LINESTRING ( -112.0846681 33.463259),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,317.6666667,51.44444444,1/12/2016,953,LINESTRING ( -112.0846681 33.463261),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,316,35.44444444,1/12/2016,948,LINESTRING ( -112.0846681 33.463263),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,291,25.22222222,1/12/2016,873,LINESTRING ( -112.0846681 33.463265),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,240.3333333,30.33333333,1/12/2016,721,LINESTRING ( -112.0846681 33.463267),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,272.3333333,26.44444444,1/12/2016,817,LINESTRING ( -112.0846681 33.463269),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,243,19.44444444,1/12/2016,729,LINESTRING ( -112.0846681 33.463271),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,198,10.77777778,1/12/2016,594,LINESTRING ( -112.0846681 33.463273),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,212.3333333,14.11111111,1/12/2016,637,LINESTRING ( -112.0846681 33.463275),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,157.3333333,9.333333333,1/12/2016,472,LINESTRING ( -112.0846681 33.463277),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,150.3333333,9,1/12/2016,451,LINESTRING ( -112.0846681 33.463279),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,144.3333333,8.666666667,1/12/2016,433,LINESTRING ( -112.0846681 33.463281),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,118.3333333,5.666666667,1/12/2016,355,LINESTRING ( -112.0846681 33.463283),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,96.66666667,5.222222222,1/12/2016,290,LINESTRING ( -112.0846681 33.463285),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,305,60.66666667,1/13/2016,915,LINESTRING ( -112.0846681 33.463447),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,298,61.11111111,1/13/2016,894,LINESTRING ( -112.0846681 33.463449),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,303.3333333,47.22222222,1/13/2016,910,LINESTRING ( -112.0846681 33.463451),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,272.6666667,28.33333333,1/13/2016,818,LINESTRING ( -112.0846681 33.463453),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,305.3333333,35.22222222,1/13/2016,916,LINESTRING ( -112.0846681 33.463455),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,328,44.55555556,1/13/2016,984,LINESTRING ( -112.0846681 33.463457),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,273.3333333,36.44444444,1/13/2016,820,LINESTRING ( -112.0846681 33.463459),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,264.6666667,26,1/13/2016,794,LINESTRING ( -112.0846681 33.463461),105
